Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
33.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51972878796
39.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,,28,20002.51972878796
,,Fog,Low,0,Snack,motorcycle,1.0,No,,22,20002.51972878796
32.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51972878796
32.0,4.9,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51972878796
34.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.51972878796
24.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.51972878796
33.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.51972878796
24.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.51972878796
39.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,27,20002.519728769184
36.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.519728769184
33.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519728769184
21.0,4.6,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,15,20002.519728769184
26.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20002.519728769184
21.0,5.0,Windy,Low,2,Snack,scooter,1.0,No,Urban,11,20002.519728769184
34.0,4.4,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.519728769184
25.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.519728769184
37.0,4.8,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519728769184
29.0,4.5,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,20,20002.519728769184
33.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,25,20002.519728769184
22.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.519728769184
36.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.519728769184
25.0,4.6,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,19,20002.519728769184
21.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.519728769184
33.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.519728769184
32.0,4.6,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.519728335137
36.0,4.9,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.519728335137
27.0,5.0,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.519728335137
36.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,20002.519728335137
22.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519728335137
36.0,4.9,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,34,20002.519728335137
21.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Urban,13,20002.519728335137
32.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.519728335137
21.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.519728335137
37.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Urban,15,20002.519728335137
36.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.519728335137
21.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,16,20002.519728335137
28.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,21,20002.519728335137
22.0,4.3,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.519728335137
25.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,29,20002.519728335137
24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.519726845916
38.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,16,20002.519726845916
33.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.519726845916
30.0,4.6,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,42,20002.519726839666
,,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,20002.519726839666
38.0,4.9,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519726839666
20.0,5.0,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,24,20002.519726800314
34.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519726800314
21.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.519726800314
26.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.519726800314
31.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,20,20002.519726796912
31.0,4.7,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.519726796912
21.0,4.5,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,20002.519726796912
22.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,23,20002.519726794417
22.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,10,20002.519726794417
37.0,4.4,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.519726794417
25.0,4.9,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,20002.519726793544
36.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.519726793544
30.0,4.6,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,26,20002.519726793544
27.0,4.8,Stormy,Low,2,Buffet,motorcycle,,No,Urban,15,20002.519726793544
34.0,4.6,Cloudy,Low,1,Buffet,motorcycle,,No,Metropolitian,19,20002.51972678883
30.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,28,20002.51972678883
28.0,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.51972678883
24.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.519726775645
23.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.519726775645
35.0,4.0,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.519726775645
26.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,16,20002.519726775645
20.0,4.6,Windy,High,2,Drinks,electric_scooter,0.0,No,Urban,10,20002.519726768307
24.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.519726753366
30.0,4.8,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,20002.519726753366
,,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,20002.519726753366
29.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.519726753366
34.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.519726748757
22.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.519726748757
38.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.519726748757
34.0,5.0,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,30,20002.519726746403
24.0,4.9,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,13,20002.519726746403
24.0,4.6,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.519726746403
37.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,20002.519726746403
29.0,4.8,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.519726737235
37.0,4.3,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.519726737235
37.0,4.6,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.519726735158
33.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,23,20002.519726735158
33.0,4.7,Fog,High,0,Meal,motorcycle,2.0,No,Metropolitian,33,20002.519726735158
30.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.519726735158
20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519726734685
27.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,47,20002.519726734685
37.0,4.9,Stormy,Medium,1,Buffet,scooter,0.0,No,,29,20002.519726734685
27.0,4.5,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,20002.51972672642
31.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51972672642
,,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,20002.51972672103
21.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,17,20002.51972672103
38.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,28,20002.51972672103
,,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,27,20002.51972672103
39.0,4.3,Stormy,Jam,2,Meal,electric_scooter,1.0,Yes,Urban,42,20002.519726691316
34.0,5.0,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.519726691316
26.0,4.7,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,42,20002.519726691316
27.0,4.4,Sandstorms,Low,0,Snack,motorcycle,,No,Urban,18,20002.51972134091
36.0,4.1,Cloudy,High,1,Buffet,motorcycle,1.0,No,,33,20002.51972134091
27.0,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,16,20002.51972134091
22.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,17,20002.51972134091
,,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.519721329933
25.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,14,20002.519721329933
25.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,20002.519721329933
20.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,16,20002.519721329933
28.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,20002.519721326928
23.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.519721326928
38.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,20002.519721314216
36.0,4.6,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.519721314216
33.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.519721314216
38.0,4.6,Stormy,Low,2,Meal,electric_scooter,,No,Metropolitian,28,20002.519721314216
20.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.519721313955
33.0,5.0,Sunny,High,1,Drinks,scooter,,No,Metropolitian,18,20002.519721313955
23.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,20002.519721313955
,,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,20002.519721307584
28.0,4.1,Sunny,High,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,53,20002.519721307584
30.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,25,20002.519721307584
37.0,4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,20002.51972130188
21.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.51972130188
39.0,4.0,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,54,20002.51972129818
39.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,21,20002.51972129818
35.0,4.5,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51972129818
31.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51972129818
34.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,22,20002.5197212975
31.0,4.7,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.5197212975
26.0,5.0,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,14,20002.519721291508
36.0,5.0,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519721291508
24.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.519721291508
30.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.519721291257
39.0,4.2,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.519721291257
20.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,11,20002.519721291257
30.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,24,20002.519721291195
36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,49,20002.519721291195
37.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519721291195
38.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.519721288856
39.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,20002.519721288856
29.0,4.5,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,13,20002.519721287736
36.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.519721287736
26.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,,15,20002.519721287736
22.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.51972125797
38.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,15,20002.51972125797
23.0,4.9,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.51972125797
30.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51971092093
28.0,4.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,20002.51971092093
30.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51971092093
31.0,4.9,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.51971092093
23.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,28,20002.51971092093
28.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,,17,20002.51971092093
34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51971092093
29.0,4.5,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,12,20002.51971092093
29.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51971092093
34.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.51971092093
25.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.51971092093
31.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.51971092093
28.0,5.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.51971092093
27.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,19,20002.51971092093
20.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,24,20002.51971092093
22.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.51971092093
27.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.519710834305
31.0,4.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.519710834305
37.0,4.8,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.519710834305
,,,,3,Meal,scooter,2.0,No,Metropolitian,39,20002.519710834305
31.0,4.7,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,40,20002.519710834305
31.0,4.9,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,29,20002.519710834305
25.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.519710834305
29.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,18,20002.519710834305
21.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.519710834305
29.0,4.2,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519710834305
39.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,38,20002.519710834305
34.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.519710714583
38.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,20002.519710714583
24.0,4.7,Sandstorms,High,2,Snack,electric_scooter,0.0,No,Urban,13,20002.519710714583
25.0,5.0,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13,20002.519710714583
34.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,22,20002.519710714583
39.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,17,20002.519710714583
32.0,4.4,Cloudy,Jam,2,Drinks,scooter,2.0,Yes,Urban,49,20002.519710714583
22.0,4.5,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519710714583
28.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519710714583
25.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,19,20002.519710714583
28.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,22,20002.519710714583
27.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,21,20002.519710714583
22.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,23,20002.519710714583
33.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.519710714583
32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.519710714583
39.0,4.8,Windy,High,2,Drinks,scooter,2.0,No,Metropolitian,33,20002.519710714583
33.0,4.6,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.519710714038
24.0,4.6,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,19,20002.519710714038
34.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.519710714038
36.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.519710714038
34.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.519710714038
20.0,4.5,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,22,20002.519710714038
36.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.519710714038
35.0,4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.519710714038
35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.519710714038
,,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519710714038
28.0,3.9,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.519710714038
28.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.519710714038
34.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,20002.519710714038
28.0,4.3,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,44,20002.51971069635
39.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Urban,21,20002.51971069635
39.0,4.6,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,46,20002.51971069635
24.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,20002.51971069635
31.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.51971069635
29.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.51971069635
29.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,20002.51971069635
36.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51971069635
30.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,20,20002.51971069635
28.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,20002.51971069635
37.0,3.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.51971069635
21.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Urban,11,20002.51971069635
26.0,3.4,Sunny,Low,1,Meal,scooter,2.0,No,Urban,41,20002.519710688724
23.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.519710688724
21.0,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.519710688724
38.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,20002.519710688724
38.0,4.7,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,20002.519710688724
26.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.519710688724
31.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.519710688724
35.0,4.8,Sunny,Medium,0,Meal,motorcycle,,No,Metropolitian,23,20002.519710688724
25.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,,11,20002.519710688724
27.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.519710688724
34.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20002.519710688724
26.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.519710688724
28.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.519710688724
30.0,4.5,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.519710688724
28.0,4.7,Windy,Medium,1,Meal,scooter,,No,Metropolitian,23,20002.519710688724
26.0,4.9,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.519710688724
34.0,4.1,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.51971063774
,,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.51971063774
34.0,4.8,Fog,High,1,Drinks,scooter,0.0,No,Urban,26,20002.51971063774
20.0,4.1,Sunny,High,0,Snack,motorcycle,3.0,No,Metropolitian,46,20002.51971063774
31.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.51971063774
32.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,50,20002.51971063774
28.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.51971063774
29.0,4.1,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.51971063774
33.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51971063774
35.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,32,20002.51971063774
34.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51971063774
24.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.51971063774
24.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,23,20002.51971063774
35.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.51971063774
27.0,4.8,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.51971063669
23.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.51971063669
22.0,4.6,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.51971063669
24.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.51971063669
31.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,47,20002.51971063669
25.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,18,20002.51971063669
,,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.51971063669
34.0,4.9,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,15,20002.51971063669
50.0,6.0,,,3,Snack,bicycle,0.0,No,Metropolitian,27,20002.51971063669
39.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.51971063669
20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,15,20002.51971063669
22.0,4.9,Sunny,Low,2,Meal,scooter,0.0,No,,17,20002.51971063669
22.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,12,20002.51971063669
37.0,5.0,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,20002.51971063669
31.0,4.2,Fog,Medium,2,Drinks,motorcycle,0.0,No,,34,20002.519710635897
33.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,20002.519710635897
31.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.519710635897
38.0,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,30,20002.519710635897
21.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.519710635897
39.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.519710635897
28.0,4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.519710635897
22.0,4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.519710635897
37.0,4.3,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.519710635897
26.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.519710635897
23.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,20002.519710635897
31.0,4.6,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,42,20002.519710635897
30.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Urban,27,20002.519710635897
26.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.519710635897
38.0,4.7,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,38,20002.519710635897
28.0,4.5,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,22,20002.51971062984
23.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51971062984
26.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,17,20002.51971062984
21.0,5.0,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,13,20002.51971062984
,,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.51971062984
32.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51971062984
29.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,29,20002.51971062984
29.0,4.1,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,20002.51971062984
