,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1368,27.0,4.8,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,20002.520244126586
1369,,,,,3,Meal,bicycle,1.0,No,Metropolitian,37,20002.520244126586
1370,32.0,4.8,Sandstorms,High,1,Drinks,scooter,1.0,No,,26,20002.520244126586
1371,32.0,4.0,Fog,Jam,2,Snack,motorcycle,1.0,Yes,Urban,43,20002.52024412475
1372,25.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.52024412475
1373,34.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.52024412475
1374,32.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,28,20002.52024412475
1375,28.0,4.6,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,11,20002.52024412475
1376,25.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.52024412475
1377,28.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024412475
1378,24.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,49,20002.52024412475
1379,33.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.52024412475
1380,35.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,18,20002.52024412475
1381,32.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.52024412475
1382,23.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,20002.52024412475
1383,26.0,4.0,Fog,Jam,1,Buffet,motorcycle,,No,Metropolitian,33,20002.52024412475
1384,36.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,20002.52024412475
1385,20.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.52024411624
1386,24.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,23,20002.52024411624
1387,32.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,27,20002.52024411624
1388,35.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.52024411624
1389,25.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.52024411624
1390,39.0,5.0,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.52024411624
1391,35.0,4.9,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.52024411624
1392,30.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,,Metropolitian,12,20002.52024411624
1393,32.0,4.0,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,51,20002.52024411624
1394,35.0,4.2,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.52024411624
1395,23.0,4.9,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,13,20002.52024411624
1396,29.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.52024411624
1397,,,Cloudy,Low,2,Meal,electric_scooter,0.0,,Metropolitian,10,20002.52024411624
1398,23.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520244115247
1399,26.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Urban,43,20002.520244115247
1400,,,,,3,Snack,motorcycle,1.0,Yes,Metropolitian,49,20002.520244115247
1401,31.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.520244115247
1402,,,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.520244115247
1403,22.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520244115247
1404,30.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.520244115247
1405,24.0,4.5,Fog,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,49,20002.520244115247
1406,24.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,0.0,,Urban,11,20002.520244115247
1407,27.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520244115247
1408,20.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.520244115247
1409,23.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.520244115247
1410,38.0,4.0,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,44,20002.520244115247
1411,27.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520244115247
1412,39.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,34,20002.520244115247
1413,22.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.52024411341
1414,20.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.52024411341
1415,36.0,4.0,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.52024411341
1416,30.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.52024411341
1417,23.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.52024411341
1418,,,,,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.52024411341
1419,38.0,4.2,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,31,20002.52024411341
1420,30.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,30,20002.52024411341
1421,38.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.52024411341
1422,37.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.52024411341
1423,25.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,20002.52024411341
1424,27.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.52024411341
1425,27.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,27,20002.52024411324
1426,39.0,4.0,Cloudy,Jam,1,Buffet,motorcycle,3.0,No,Metropolitian,43,20002.52024411324
1427,24.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.52024411324
1428,31.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20002.52024411324
1429,27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.52024411324
1430,37.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.52024411324
1431,24.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.52024411324
1432,30.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.52024411324
1433,22.0,3.1,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,40,20002.52024411324
1434,39.0,4.0,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52024411324
1435,31.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,49,20002.52024411324
1436,31.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Urban,30,20002.520244110634
1437,26.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.520244110634
1438,27.0,4.4,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520244110634
1439,39.0,4.1,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.520244110634
1440,25.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.520244110634
1441,21.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,15,20002.520244110634
1442,,,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.520244110634
1443,34.0,3.5,Stormy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,37,20002.520244110634
1444,32.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.520244110634
1445,27.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.520244110634
1446,37.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.520244110634
1447,36.0,4.8,Sunny,Medium,2,Meal,electric_scooter,0.0,No,,18,20002.520244110634
1448,22.0,4.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,28,20002.520244110634
1449,26.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.520244110634
1450,26.0,5.0,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520244110336
1451,30.0,4.8,Fog,Medium,2,Snack,scooter,2.0,No,Metropolitian,36,20002.520244110336
1452,27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,18,20002.520244110336
1453,34.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.520244110336
1454,25.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520244110336
1455,22.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.520244110336
1456,30.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,20002.520244110336
1457,,,Fog,High,1,Drinks,scooter,1.0,No,Urban,26,20002.520244110336
1458,35.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,42,20002.520244110336
1459,27.0,5.0,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520244110336
1460,33.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,Urban,28,20002.520244110336
1461,23.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,38,20002.520244110336
1462,36.0,4.8,Fog,Medium,1,Drinks,scooter,0.0,No,,15,20002.52024410954
1463,36.0,4.9,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.52024410954
1464,37.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.52024410954
1465,27.0,4.5,Fog,Medium,0,Meal,motorcycle,,No,Metropolitian,21,20002.52024410954
1466,31.0,4.1,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,20002.52024410954
1467,23.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.52024410954
1468,22.0,4.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,20002.52024410954
1469,32.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.52024410954
1470,35.0,4.5,Fog,Jam,1,Snack,motorcycle,,No,Metropolitian,25,20002.52024410954
1471,26.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,10,20002.52024410954
1472,24.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.52024410954
1473,27.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.52024410954
1474,22.0,4.5,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.52024410954
1475,26.0,4.8,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.52024410954
1476,38.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,18,20002.52024410954
1477,24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,16,20002.52024409862
1478,22.0,4.3,Fog,Jam,2,Meal,electric_scooter,,No,Metropolitian,31,20002.52024409862
1479,31.0,4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.52024409862
1480,22.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.52024409862
1481,37.0,4.9,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,20002.52024409862
1482,33.0,5.0,Cloudy,Medium,1,Meal,motorcycle,,No,Metropolitian,19,20002.52024409862
1483,33.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.52024409862
1484,21.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.52024409862
1485,21.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.52024409862
1486,35.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,20002.52024409862
1487,20.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,35,20002.52024409862
1488,22.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,20002.52024409862
1489,30.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.52024409862
1490,,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.520244098523
1491,38.0,4.4,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,41,20002.520244098523
1492,37.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.520244098523
1493,25.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.520244098523
1494,35.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,42,20002.520244098523
1495,21.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520244098523
1496,32.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.520244098523
1497,37.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,20002.520244098523
1498,24.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,16,20002.520244098523
1499,26.0,4.6,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,20002.520244098523
1500,32.0,3.8,Cloudy,Low,1,Meal,scooter,2.0,No,Metropolitian,35,20002.520244098523
1501,36.0,4.6,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520244098523
1502,25.0,4.6,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,19,20002.520244098523
1503,37.0,4.9,Cloudy,Jam,1,Snack,scooter,2.0,No,,39,20002.520244098523
1504,39.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.520244098523
1505,25.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.520244098523
1506,,,,,3,Buffet,electric_scooter,0.0,No,Urban,15,20002.520244098523
1507,28.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Urban,16,20002.520244095445
1508,25.0,5.0,Stormy,Low,2,Drinks,scooter,0.0,No,,10,20002.520244095445
1509,24.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,11,20002.520244095445
1510,25.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,25,20002.520244095445
1511,20.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.520244095445
1512,22.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,,13,20002.520244095445
1513,36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520244095445
1514,21.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.520244095445
1515,38.0,4.9,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.520244095445
1516,35.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520244095445
1517,39.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.520244095445
1518,37.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,20002.520244095445
1519,25.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,20002.520244095445
1520,30.0,4.2,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,33,20002.520244095445
1521,39.0,4.6,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,19,20002.520244095445
1522,,,,,3,Drinks,scooter,0.0,No,Metropolitian,17,20002.520244095445
1523,30.0,4.9,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.520244095438
1524,38.0,4.0,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,43,20002.520244095438
1525,22.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.520244095438
1526,27.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520244095438
1527,25.0,4.2,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,43,20002.520244095438
1528,24.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,14,20002.520244095438
1529,36.0,4.9,Sunny,High,1,Buffet,scooter,1.0,No,Urban,21,20002.520244095438
1530,27.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.520244095438
1531,34.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.520244095438
1532,34.0,4.7,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,36,20002.520244095438
1533,29.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520244095438
1534,25.0,2.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,37,20002.520244095438
1535,,,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.520244095438
1536,37.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.520244095438
1537,27.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.520244095438
1538,39.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.520244089777
1539,34.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520244089777
1540,27.0,4.9,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.520244089777
1541,28.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.520244089777
1542,24.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520244089777
1543,,,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,14,20002.520244089777
1544,38.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520244089777
1545,36.0,4.1,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,51,20002.520244089777
1546,26.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.520244089777
1547,20.0,4.8,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.520244089777
1548,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.520244089777
1549,29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520244089777
1550,38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,20002.520244089777
1551,24.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.520244089777
1552,20.0,4.9,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24,20002.52024408644
1553,24.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,13,20002.52024408644
1554,23.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.52024408644
1555,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.52024408644
1556,33.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.52024408644
1557,20.0,4.7,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.52024408644
1558,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024408644
1559,38.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.52024408644
1560,20.0,4.9,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.52024408644
1561,21.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,20002.52024408644
1562,36.0,4.8,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,20002.52024408644
1563,37.0,4.8,Fog,High,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.52024408644
1564,27.0,4.5,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520244086256
1565,37.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520244086256
1566,33.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,20002.520244086256
1567,30.0,4.1,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,35,20002.520244086256
1568,21.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,,14,20002.520244086256
1569,25.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,,15,20002.520244086256
1570,20.0,5.0,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,31,20002.520244086256
1571,39.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.520244086256
1572,28.0,4.5,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.520244086256
1573,39.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.520244086256
1574,29.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.520244086256
1575,37.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.520244086256
1576,25.0,4.6,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.52024408614
1577,25.0,4.6,Stormy,Low,2,Meal,scooter,1.0,,Metropolitian,14,20002.52024408614
1578,29.0,5.0,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,20002.52024408614
1579,29.0,4.8,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.52024408614
1580,38.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,30,20002.52024408614
1581,32.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,24,20002.52024408614
1582,31.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.52024408614
1583,30.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Urban,20,20002.52024408614
1584,33.0,4.7,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,20002.52024408614
1585,38.0,4.4,Cloudy,Low,0,Buffet,motorcycle,3.0,No,Metropolitian,44,20002.52024408614
1586,31.0,4.8,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,28,20002.52024408614
1587,,,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.52024408614
1588,35.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.52024408614
1589,24.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.520242684845
1590,,,,,3,Buffet,scooter,1.0,No,Metropolitian,26,20002.520242684845
1591,33.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,38,20002.520242675684
1592,31.0,4.6,Sunny,High,2,Drinks,scooter,1.0,No,,21,20002.520242675684
1593,39.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,26,20002.520242675684
1594,31.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.520242675684
1595,22.0,4.8,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520242675004
1596,39.0,4.3,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520242675004
1597,31.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.520242675004
1598,35.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Urban,33,20002.52024267327
1599,24.0,4.9,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,28,20002.52024267327
1600,28.0,4.5,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.52024267327
1601,35.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.52024267215
1602,22.0,4.6,Windy,Jam,2,Meal,scooter,,No,Metropolitian,29,20002.52024267215
1603,24.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,20,20002.52024267215
1604,31.0,3.5,Fog,Low,2,Snack,scooter,1.0,No,Urban,31,20002.52024267154
1605,33.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,20,20002.52024267154
1606,34.0,4.5,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,20002.52024267154
1607,35.0,4.7,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.52024267131
1608,20.0,4.6,Fog,High,2,Buffet,motorcycle,0.0,No,Urban,23,20002.52024267131
1609,21.0,4.3,Fog,High,2,Meal,motorcycle,0.0,No,Metropolitian,33,20002.52024267131
1610,33.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,20002.52024267119
1611,26.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.52024267119
1612,37.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.52024267119
1613,33.0,4.9,Sunny,Jam,2,Snack,scooter,,No,Metropolitian,18,20002.520242670977
1614,29.0,4.9,Windy,Low,2,Snack,motorcycle,0.0,,Metropolitian,13,20002.520242670977
1615,,,,,3,Buffet,bicycle,1.0,No,Metropolitian,13,20002.520242670977
1616,24.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.52024267056
1617,34.0,4.5,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Urban,27,20002.52024267056
1618,33.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,18,20002.52024267056
1619,31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,20002.520242670358
1620,24.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,32,20002.520242670358
1621,21.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,20002.520242670358
1622,30.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.520242670358
1623,29.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,14,20002.52024267001
1624,34.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.52024267001
1625,20.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,20002.52024267001
1626,28.0,4.6,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,10,20002.52024267001
1627,26.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Urban,19,20002.520242669703
1628,25.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,19,20002.520242669703
1629,39.0,5.0,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,20002.520242669703
